cdmTableName,cdmFieldName,isRequired,cdmDatatype,userGuidance,etlConventions,isPrimaryKey,isForeignKey,fkTableName,fkFieldName,fkDomain,fkClass,unique DQ identifiers
measurement,measurement_source_concept_id,No,integer,"이는 MEASUREMENT_SOURCE_VALUE를 나타내는 concept이며 반드시 standard일 필요는 없다. 이 필드는 OHDSI 커뮤니티 전반에서 사용되는 Standard Concept을 포함하도록 요구되지 않으므로 분석에서의 사용을 권장하지 않으며, 특정 분석 사용 사례에 필요한 Measurement의 source 세부 정보를 Standard Concept이 충분히 나타내지 못하는 경우에만 사용해야 한다. 네트워크 전반에서 일관성을 유지할 수 있는 표준화된 분석을 가능하게 하려면 대신 MEASUREMENT_CONCEPT_ID를 사용하는 것을 고려한다.","If the MEASUREMENT_SOURCE_VALUE is coded in the source data using a vocabulary supported by OMOP Standardized Vocabularies, insert the CONCEPT_ID representing the source value here.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
measurement,unit_source_value,No,varchar(50),"이 필드는 사용된 측정 단위를 나타내는, source data의 정확한 값을 담는다.",This value corresponds to a standardized CONCEPT_ID found in UNIT_CONCEPT_ID and in the 'Unit' domain within the Standardized Vocabularies. The original code is retained here for reference purposes.,No,No,NA,NA,NA,NA,NA
measurement,value_source_value,No,varchar(50),이 필드는 source data로부터의 Measurement 결과 값을 그대로(verbatim) 담는다.,"If both a continuous and categorical result are given in the source data such that both VALUE_AS_NUMBER and VALUE_AS_CONCEPT_ID are both included, store the verbatim value that was mapped to VALUE_AS_CONCEPT_ID here.",No,No,NA,NA,NA,NA,NA
observation,observation_id,Yes,integer,Person에 대한 Observation 레코드에 부여된 고유 키. 동일한 Visit 중 발생한 중복 Observation을 어떻게 처리했는지는 ETL을 참조한다.,Each instance of an observation present in the source data should be assigned this unique key.,Yes,No,NA,NA,NA,NA,NA
observation,person_id,Yes,integer,Observation이 기록된 Person의 PERSON_ID. 시스템에서 생성된 코드일 수 있다.,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
observation,observation_concept_id,Yes,integer,"OBSERVATION_CONCEPT_ID 필드는 분석에서 기본적으로 사용하도록 권장되며, 네트워크 연구에서는 반드시 사용해야 한다.","The CONCEPT_ID that the OBSERVATION_SOURCE_CONCEPT_ID maps to. There is no specified domain that the Concepts in this table must adhere to. The only rule is that records with Concepts in the Condition, Procedure, Drug, Measurement, or Device domains MUST go to the corresponding table.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
observation,observation_date,Yes,date,"Observation을 획득한 날짜다. Observation이 무엇을 나타내는지에 따라 이는 검사일, 설문조사일, 또는 환자의 가족력을 수집한 날짜가 될 수 있다.",For some observations the ETL may need to make a choice as to which date to choose.,No,No,NA,NA,NA,NA,NA
observation,observation_datetime,No,datetime,NA,If no time is given set to midnight (00:00:00).,No,No,NA,NA,NA,NA,NA
observation,observation_type_concept_id,Yes,integer,"이 필드는 Observation 레코드의 출처를 판별하는 데 사용할 수 있으며, 예를 들어 해당 측정값이 EHR 시스템, 보험 청구, 레지스트리 또는 기타 출처에서 비롯되었는지를 나타낸다.","Choose the OBSERVATION_TYPE_CONCEPT_ID that best represents the provenance of the record, for example whether it came from an EHR record or billing claim. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Type+Concept&standardConcept=Standard&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
observation,value_as_number,No,float,"이는 해당되고 가용한 경우 Observation 결과의 수치 값이다. 모든 Observation이 수치 결과를 가질 것으로 기대되지는 않으며, 오히려 이 필드는 값이 존재할 경우 이를 담기 위해 존재한다.",NA,No,No,NA,NA,NA,NA,NA
observation,value_as_string,No,varchar(60),이는 해당되고 가용한 경우 Observation 결과의 범주형 값이다.,NA,No,No,NA,NA,NA,NA,NA
observation,value_as_concept_id,No,Integer,"Observation 테이블로 향하는 일부 레코드는 하나의 소스 코드에 두 가지 임상 개념이 표현되어 있을 수 있다. 이는 예를 들어 어떤 Condition의 가족력을 기술하는 ICD10 코드에서 흔하다. OMOP에서는 Vocabulary가 이 두 임상 개념을 두 개의 코드로 분리하는데, 하나는 OBSERVATION_CONCEPT_ID가 되고 다른 하나는 VALUE_AS_CONCEPT_ID가 된다. Observation 테이블을 사용할 때는 이러한 가능성을 염두에 두고 관련 정보를 위해 VALUE_AS_CONCEPT_ID 필드를 살펴보는 것이 중요하다.","Note that the value of VALUE_AS_CONCEPT_ID may be provided through mapping from a source Concept which contains the content of the Observation. In those situations, the CONCEPT_RELATIONSHIP table in addition to the 'Maps to' record contains a second record with the relationship_id set to 'Maps to value'. For example, ICD10 [Z82.4](https://athena.ohdsi.org/search-terms/terms/45581076) 'Family history of ischaemic heart disease and other diseases of the circulatory system' has a 'Maps to' relationship to [4167217](https://athena.ohdsi.org/search-terms/terms/4167217) 'Family history of clinical finding' as well as a 'Maps to value' record to [134057](https://athena.ohdsi.org/search-terms/terms/134057) 'Disorder of cardiovascular system'. If there's no categorial result in a source_data, set value_as_concept_id to NULL, if there is a categorial result in a source_data but without mapping, set value_as_concept_id to 0.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
observation,qualifier_concept_id,No,integer,"이 필드는 정도, 중증도, 약물-약물 상호작용 경고 등 임상 사실을 추가로 명시하는 모든 속성을 담는다.","Use your best judgement as to what Concepts to use here and if they are necessary to accurately represent the clinical record. There is no restriction on the domain of these Concepts, they just need to be Standard.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
observation,unit_concept_id,No,integer,현재 개별 observation concept에 대해 권장되는 단위는 없다. UNIT_SOURCE_VALUE는 소스 데이터에 주어진 단위를 가장 잘 나타내는 Unit 도메인의 Standard Concept으로 매핑해야 한다.,"There is no standardization requirement for units associated with OBSERVATION_CONCEPT_IDs, however, it is the responsibility of the ETL to choose the most plausible unit. If the source unit is NULL (applicable to cases when there's no numerical value or when it doesn't require a unit), keep unit_concept_id NULL as well. If there's no mapping of a source unit, populate unit_concept_id with 0.",No,Yes,CONCEPT,CONCEPT_ID,Unit,NA,NA
observation,provider_id,No,integer,"observation 레코드와 연관된 provider로, 예를 들어 검사를 지시한 provider 또는 결과를 기록한 provider다.",The ETL may need to make a choice as to which PROVIDER_ID to put here. Based on what is available this may or may not be different than the provider associated with the overall VISIT_OCCURRENCE record. For example the admitting vs attending physician on an EHR record.,No,Yes,PROVIDER,PROVIDER_ID,NA,NA,NA
observation,visit_occurrence_id,No,integer,Observation이 발생한 visit이다.,"Depending on the structure of the source data, this may have to be determined based on dates. If an OBSERVATION_DATE occurs within the start and end date of a Visit it is a valid ETL choice to choose the VISIT_OCCURRENCE_ID from the visit that subsumes it, even if not explicitly stated in the data. While not required, an attempt should be made to locate the VISIT_OCCURRENCE_ID of the observation record. If an observation is related to a visit explicitly in the source data, it is possible that the result date of the Observation falls outside of the bounds of the Visit dates.",No,Yes,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,NA,NA,NA
observation,visit_detail_id,No,integer,"Observation이 발생한 VISIT_DETAIL 레코드다. 예를 들어 Person이 해당 시점에 ICU에 있었다면, VISIT_OCCURRENCE 레코드는 전체 입원 기간을 반영하고 VISIT_DETAIL 레코드는 해당 입원 방문 중 ICU 체류를 반영한다.",Same rules apply as for the VISIT_OCCURRENCE_ID.,No,Yes,VISIT_DETAIL,VISIT_DETAIL_ID,NA,NA,NA
observation,observation_source_value,No,varchar(50),이 필드는 발생한 Observation을 나타내는 소스 데이터의 원본 값을 담는다. 예를 들어 이는 ICD10 또는 Read 코드일 수 있다.,This code is mapped to a Standard Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,No,NA,NA,NA,NA,NA
observation,observation_source_concept_id,No,integer,"이는 OBSERVATION_SOURCE_VALUE를 나타내는 concept이며 반드시 표준일 필요는 없다. 이 필드는 OHDSI 커뮤니티 전반에서 사용되는 Standard Concept을 포함하도록 요구되지 않으므로 분석에 사용하는 것을 권장하지 않으며, 주어진 분석 활용 사례에 필요한 Observation의 소스 세부 정보를 Standard Concept이 충분히 나타내지 못하는 경우에만 사용해야 한다. 네트워크 전반에서 일관될 수 있는 표준화된 분석을 가능하게 하려면 대신 OBSERVATION_CONCEPT_ID를 사용하는 것을 고려하라.",If the OBSERVATION_SOURCE_VALUE is coded in the source data using an OMOP supported vocabulary put the concept id representing the source value here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
observation,unit_source_value,No,varchar(50),이 필드는 발생한 Observation의 단위를 나타내는 소스 데이터의 원본 값을 담는다.,This code is mapped to a Standard Condition Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,No,NA,NA,NA,NA,NA
observation,qualifier_source_value,No,varchar(50),이 필드는 발생한 Observation의 qualifier를 나타내는 소스 데이터의 원본 값을 담는다.,This code is mapped to a Standard Condition Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,No,NA,NA,NA,NA,NA
death,person_id,Yes,integer,NA,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
death,death_date,Yes,date,해당 person이 사망한 날짜다.,"If the precise date include day or month is not known or not allowed, December is used as the default month, and the last day of the month the default day. For additional conventions related to this field, please refer to the [THEMIS repository](https://ohdsi.github.io/Themis/tag_death_date.html). ",No,No,NA,NA,NA,NA,NA
death,death_datetime,No,datetime,NA,"If you have date and time of death, populate death_datetime, otherwise leave NULL",No,No,NA,NA,NA,NA,NA
death,death_type_concept_id,No,integer,"이는 death 레코드의 출처, 즉 어디에서 비롯되었는지를 나타낸다. 행정 청구 데이터베이스가 정부 파일에서 사망 정보를 가져올 수도 있으므로 Death Type이 Visit Type 등과 동일하다고 가정하지 말라.",Use the type concept that reflects the source of the death record. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Type+Concept&standardConcept=Standard&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).,No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
death,cause_concept_id,No,integer,이는 가용한 경우 Person의 사망 원인을 나타내는 Standard Concept이다.,"There is no specified domain for this concept, just choose the Standard Concept Id that best represents the person's cause of death.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
death,cause_source_value,No,varchar(50),NA,"If available, put the source code representing the cause of death here.",No,No,NA,NA,NA,NA,NA
death,cause_source_concept_id,No,integer,NA,If the cause of death was coded using a Vocabulary present in the OMOP Vocabularies (not necessarily a standard concept) put the CONCEPT_ID representing the cause of death here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note,note_id,Yes,integer,각 note에 대한 고유 식별자다.,NA,Yes,No,NA,NA,NA,NA,NA
note,person_id,Yes,integer,NA,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
note,note_date,Yes,date,note가 기록된 날짜다.,NA,No,No,NA,NA,NA,NA,NA
note,note_datetime,No,datetime,NA,If time is not given set the time to midnight.,No,No,NA,NA,NA,NA,NA
note,note_type_concept_id,Yes,integer,노트의 출처. 대부분의 경우 EHR일 가능성이 높음.,"Put the source system of the note, as in EHR record. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?standardConcept=Standard&domain=Type+Concept&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
note,note_class_concept_id,Yes,integer,"노트의 HL7 LOINC
Document Type Vocabulary 분류를 나타내는 Standard Concept Id.",Map the note classification to a Standard Concept. For more information see the ETL Conventions in the description of the NOTE table. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?standardConcept=Standard&conceptClass=Doc+Kind&conceptClass=Doc+Role&conceptClass=Doc+Setting&conceptClass=Doc+Subject+Matter&conceptClass=Doc+Type+of+Service&domain=Meas+Value&page=1&pageSize=15&query=). This Concept can alternatively be represented by concepts with the relationship 'Kind of (LOINC)' to [706391](https://athena.ohdsi.org/search-terms/terms/706391) (Note).,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note,note_title,No,varchar(250),노트의 제목.,NA,No,No,NA,NA,NA,NA,NA
note,note_text,Yes,varchar(MAX),노트의 내용.,NA,No,No,NA,NA,NA,NA,NA
note,encoding_concept_id,Yes,integer,문자 인코딩 유형을 나타내는 Concept.,"Put the Concept Id that represents the encoding character type here. Currently the only option is UTF-8 ([32678](https://athena.ohdsi.org/search-terms/terms/32678)). It the note is encoded in any other type, like ASCII then put 0.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note,language_concept_id,Yes,integer,노트의 언어.,Use Concepts that are descendants of the concept [4182347](https://athena.ohdsi.org/search-terms/terms/4182347) (World Languages).,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note,provider_id,No,integer,노트를 작성한 Provider.,The ETL may need to make a determination on which provider to put here.,No,Yes,PROVIDER,PROVIDER_ID,NA,NA,NA
note,visit_occurrence_id,No,integer,노트가 작성된 Visit.,NA,No,Yes,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,NA,NA,NA
note,visit_detail_id,No,integer,노트가 작성된 Visit Detail.,NA,No,Yes,VISIT_DETAIL,VISIT_DETAIL_ID,NA,NA,NA
note,note_source_value,No,varchar(50),NA,The source value mapped to the NOTE_CLASS_CONCEPT_ID.,No,No,NA,NA,NA,NA,NA
note_nlp,note_nlp_id,Yes,integer,NLP 레코드의 고유 식별자.,NA,Yes,No,NA,NA,NA,NA,NA
note_nlp,note_id,Yes,integer,NLP 레코드가 연관된 NOTE 레코드의 NOTE_ID.,NA,No,No,NA,NA,NA,NA,NA
note_nlp,section_concept_id,No,integer,NA,"The SECTION_CONCEPT_ID should be used to represent the note section contained in the NOTE_NLP record. These concepts can be found as parts of document panels and are based on the type of note written, i.e. a discharge summary. These panels can be found as concepts with the relationship 'Subsumes' to CONCEPT_ID [45875957](https://athena.ohdsi.org/search-terms/terms/45875957).",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note_nlp,snippet,No,varchar(250),용어 주변의 작은 텍스트 영역,NA,No,No,NA,NA,NA,NA,NA
note_nlp,"""offset""",No,varchar(50),입력 노트에서 추출된 용어의 문자 오프셋,NA,No,No,NA,NA,NA,NA,NA
note_nlp,lexical_variant,Yes,varchar(250),NLP 도구에서 추출된 원시 텍스트.,NA,No,No,NA,NA,NA,NA,NA
note_nlp,note_nlp_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note_nlp,note_nlp_source_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
note_nlp,nlp_system,No,varchar(250),NA,Name and version of the NLP system that extracted the term. Useful for data provenance.,No,No,NA,NA,NA,NA,NA
note_nlp,nlp_date,Yes,date,노트 처리 날짜.,NA,No,No,NA,NA,NA,NA,NA
note_nlp,nlp_datetime,No,datetime,노트 처리 날짜 및 시간.,NA,No,No,NA,NA,NA,NA,NA
note_nlp,term_exists,No,varchar(1),NA,"Term_exists is defined as a flag that indicates if the patient actually has or had the condition. Any of the following modifiers would make Term_exists false:
Negation = true
Subject = [anything other than the patient]
Conditional = true/li>
Rule_out = true
Uncertain = very low certainty or any lower certainties
A complete lack of modifiers would make Term_exists true.
",No,No,NA,NA,NA,NA,NA
note_nlp,term_temporal,No,varchar(50),NA,"Term_temporal is to indicate if a condition is present or just in the past. The following would be past:<br><br>
- History = true
- Concept_date = anything before the time of the report",No,No,NA,NA,NA,NA,NA
note_nlp,term_modifiers,No,varchar(2000),NA,"For the modifiers that are there, they would have to have these values:<br><br>
- Negation = false
- Subject = patient
- Conditional = false
- Rule_out = false
- Uncertain = true or high or moderate or even low (could argue about low). Term_modifiers will concatenate all modifiers for different types of entities (conditions, drugs, labs etc) into one string. Lab values will be saved as one of the modifiers.",No,No,NA,NA,NA,NA,NA
specimen,specimen_id,Yes,integer,각 검체의 고유 식별자.,NA,Yes,No,NA,NA,NA,NA,NA
specimen,person_id,Yes,integer,검체를 채취한 대상자.,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
specimen,specimen_concept_id,Yes,integer,NA,The standard CONCEPT_ID that the SPECIMEN_SOURCE_VALUE maps to in the specimen domain. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Specimen&standardConcept=Standard&page=1&pageSize=15&query=),No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
specimen,specimen_type_concept_id,Yes,integer,NA,"Put the source of the specimen record, as in an EHR system. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?standardConcept=Standard&domain=Type+Concept&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
specimen,specimen_date,Yes,date,검체를 채취한 날짜.,NA,No,No,NA,NA,NA,NA,NA
specimen,specimen_datetime,No,datetime,NA,NA,No,No,NA,NA,NA,NA,NA
specimen,quantity,No,float,대상자로부터 채취한 검체의 양.,NA,No,No,NA,NA,NA,NA,NA
specimen,unit_concept_id,No,integer,검체 수량의 단위.,"Map the UNIT_SOURCE_VALUE to a Standard Concept in the Unit domain. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Unit&standardConcept=Standard&page=1&pageSize=15&query=). If the source unit is NULL (applicable to cases when there's no numerical value or when it doesn't require a unit), keep unit_concept_id NULL as well. If there's no mapping of a source unit, populate unit_concept_id with 0.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
specimen,anatomic_site_concept_id,No,integer,검체를 채취한 신체 부위.,Map the ANATOMIC_SITE_SOURCE_VALUE to a Standard Concept in the Spec Anatomic Site domain. This should be coded at the lowest level of granularity [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?standardConcept=Standard&domain=Spec+Anatomic+Site&conceptClass=Body+Structure&page=4&pageSize=15&query=),No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
specimen,disease_status_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
specimen,specimen_source_id,No,varchar(50),소스 시스템에서의 검체 식별자.,NA,No,No,NA,NA,NA,NA,NA
specimen,specimen_source_value,No,varchar(50),NA,NA,No,No,NA,NA,NA,NA,NA
specimen,unit_source_value,No,varchar(50),NA,"This unit for the quantity of the specimen, as represented in the source.",No,No,NA,NA,NA,NA,NA
specimen,anatomic_site_source_value,No,varchar(50),NA,"This is the site on the body where the specimen was taken from, as represented in the source.",No,No,NA,NA,NA,NA,NA
specimen,disease_status_source_value,No,varchar(50),NA,NA,No,No,NA,NA,NA,NA,NA
fact_relationship,domain_concept_id_1,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
fact_relationship,fact_id_1,Yes,integer,NA,NA,No,No,NA,NA,NA,NA,NA
fact_relationship,domain_concept_id_2,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
fact_relationship,fact_id_2,Yes,integer,NA,NA,No,No,NA,NA,NA,NA,NA
fact_relationship,relationship_concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
location,location_id,Yes,integer,고유한 Location에 부여된 고유 키.,Each instance of a Location in the source data should be assigned this unique key.,Yes,No,NA,NA,NA,NA,NA
location,address_1,No,varchar(50),주소의 첫 번째 줄.,NA,No,No,NA,NA,NA,NA,NA
location,address_2,No,varchar(50),주소의 두 번째 줄.,NA,No,No,NA,NA,NA,NA,NA
location,city,No,varchar(50),NA,NA,No,No,NA,NA,NA,NA,NA
location,state,No,varchar(2),NA,NA,No,No,NA,NA,NA,NA,NA
location,zip,No,varchar(9),NA,"Zip codes are handled as strings of up to 9 characters length. For US addresses, these represent either a 3-digit abbreviated Zip code as provided by many sources for patient protection reasons, the full 5-digit Zip or the 9-digit (ZIP + 4) codes. Unless for specific reasons analytical methods should expect and utilize only the first 3 digits. For international addresses, different rules apply.",No,No,NA,NA,NA,NA,NA
location,county,No,varchar(20),NA,NA,No,No,NA,NA,NA,NA,NA
location,location_source_value,No,varchar(50),NA,"Put the verbatim value for the location here, as it shows up in the source.",No,No,NA,NA,NA,NA,NA
care_site,care_site_id,Yes,integer,NA,Assign an id to each unique combination of location_id and place_of_service_source_value,Yes,No,NA,NA,NA,NA,NA
care_site,care_site_name,No,varchar(255),소스 데이터에 나타나는 care_site의 이름.,NA,No,No,NA,NA,NA,NA,NA
care_site,place_of_service_concept_id,No,integer,"이는 Care Site를 특징짓는 상위 수준의 방법이다. 그러나 일반적으로 Care Site는 여러 환경(입원, 외래 등)에서 진료를 제공할 수 있으며, 이러한 세분화는 visit에 반영되어야 한다.","Choose the concept in the visit domain that best represents the setting in which healthcare is provided in the Care Site. If most visits in a Care Site are Inpatient, then the place_of_service_concept_id should represent Inpatient. If information is present about a unique Care Site (e.g. Pharmacy) then a Care Site record should be created. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Visit&standardConcept=Standard&page=2&pageSize=15&query=). For information about how to populate this field please see the [THEMIS Conventions](https://ohdsi.github.io/Themis/tag_place_of_service.html).",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
care_site,location_id,No,integer,care_site의 물리적 위치를 나타내는 LOCATION 테이블의 location_id.,NA,No,Yes,LOCATION,LOCATION_ID,NA,NA,NA
care_site,care_site_source_value,No,varchar(50),소스 데이터에 나타나는 care_site의 식별자. 이는 care_site의 이름과 별개의 식별자일 수 있다.,NA,No,No,NA,NA,NA,NA,NA
care_site,place_of_service_source_value,No,varchar(50),NA,Put the place of service of the care_site as it appears in the source data.,No,No,NA,NA,NA,NA,NA
provider,provider_id,Yes,integer,서로 다른 고유 식별자를 가진 모든 provider는 실제로 서로 다른 사람이며 독립적으로 취급되어야 한다고 가정한다.,"This identifier can be the original id from the source data provided it is an integer, otherwise it can be an autogenerated number.",Yes,No,NA,NA,NA,NA,NA
provider,provider_name,No,varchar(255),이 필드는 의료 제공자(healthcare provider)를 설명하는 정보를 담고 있다.,"This field is not required for identifying the Provider's actual identity. Instead, its purpose is to uniquely and/or anonymously identify providers of care across the database.",No,No,NA,NA,NA,NA,NA
provider,npi,No,varchar(20),이는 미국의 Centers for Medicare and Medicaid Services(CMS)가 의료 제공자에게 발급하는 National Provider Number이다.,NA,No,No,NA,NA,NA,NA,NA
provider,dea,No,varchar(20),"이는 미국 연방 기관인 DEA가 발급하는 식별자로, provider가 규제 물질에 대한 처방전을 작성할 수 있도록 한다.",NA,No,No,NA,NA,NA,NA,NA
provider,specialty_concept_id,No,integer,"이 필드는 데이터에서 가장 흔하게 나타나는 전문 분야를 나타내거나, provider가 둘 이상의 전문 분야를 가진 경우 나열된 모든 전문 분야를 대표하는 가장 구체적인 concept을 나타낸다. 여기에는 내과, 응급의학과 등의 의사 전문 분야와 간호사, 조산사, 약사 등의 보조 의료 전문가가 포함된다.","If a Provider has more than one Specialty, there are two options: 1. Choose a concept_id which is a common ancestor to the multiple specialties, or, 2. Choose the specialty that occurs most often for the provider. Concepts in this field should be Standard with a domain of Provider. [Accepted Concepts](http://athena.ohdsi.org/search-terms/terms?domain=Provider&standardConcept=Standard&page=1&pageSize=15&query=).",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
provider,care_site_id,No,integer,이는 provider가 주로 진료하는 장소의 CARE_SITE_ID이다.,"If a Provider has more than one Care Site, the main or most often exerted CARE_SITE_ID should be recorded.",No,Yes,CARE_SITE,CARE_SITE_ID,NA,NA,NA
provider,year_of_birth,No,integer,NA,NA,No,No,NA,NA,NA,NA,NA
provider,gender_concept_id,No,integer,이 필드는 소스 데이터에 기록된 provider의 성별을 나타낸다.,"If given, put a concept from the gender domain representing the recorded gender of the provider. [Accepted Concepts](http://athena.ohdsi.org/search-terms/terms?domain=Gender&standardConcept=Standard&page=1&pageSize=15&query=).",No,Yes,CONCEPT,CONCEPT_ID,Gender,NA,NA
provider,provider_source_value,No,varchar(50),소스 데이터의 provider로 다시 연결하려면 이 필드를 사용한다. 이는 일반적으로 ETL 로직의 오류 검사에 사용된다.,Some use cases require the ability to link back to providers in the source data. This field allows for the storing of the provider identifier as it appears in the source.,No,No,NA,NA,NA,NA,NA
provider,specialty_source_value,No,varchar(50),"이는 소스 데이터에 나열된 의료 제공자의 특정 유형 또는 전문 분야를 의미하며, 내과, 응급의학과 등의 의사 전문 분야뿐만 아니라 간호사, 조산사, 약사 등의 보조 의료 전문가를 포함한다. 외과, 내과, 영상의학과 같은 의료 전문 분야를 다루며, 보철, 침술, 물리치료 등 기타 서비스는 ""Service"" 도메인에 속한다.",The type of provider and their specialty should be entered as they appear in the source data. The decision to use either the coded value or the text description is left to the discretion of the ETL-er.,No,No,NA,NA,NA,NA,NA
provider,specialty_source_concept_id,No,integer,많은 사이트가 의사 전문 분야를 저장하는 데 독자적인 코드를 사용하기 때문에 이 값은 종종 0이다.,If the source data codes provider specialty in an OMOP supported vocabulary store the concept_id here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
provider,gender_source_value,No,varchar(50),소스 데이터에 나타난 provider의 성별이다.,Put the provider's gender as it appears in the source data. This field is up to the discretion of the ETL-er as to whether this should be the coded value from the source or the text description of the lookup value.,No,No,NA,NA,NA,NA,NA
provider,gender_source_concept_id,No,integer,많은 사이트가 provider 성별을 저장하는 데 독자적인 코드를 사용하기 때문에 이 값은 종종 0이다.,If the source data codes provider gender in an OMOP supported vocabulary store the concept_id here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,payer_plan_period_id,Yes,integer,"Person, Payer, Plan, 기간의 각 고유 조합에 대한 고유 식별자이다.",NA,Yes,No,NA,NA,NA,NA,NA
payer_plan_period,person_id,Yes,integer,Plan에 의해 보장되는 Person이다.,"A single Person can have multiple, overlapping, PAYER_PLAN_PERIOD records",No,Yes,PERSON,PERSON_ID,NA,NA,NA
payer_plan_period,payer_plan_period_start_date,Yes,date,Plan 보장 시작일이다.,NA,No,No,NA,NA,NA,NA,NA
payer_plan_period,payer_plan_period_end_date,Yes,date,Plan 보장 종료일이다.,NA,No,No,NA,NA,NA,NA,NA
payer_plan_period,payer_concept_id,No,integer,이 필드는 Person에게 진료를 제공하는 provider에게 비용을 상환하는 기관을 나타낸다.,"Map the payer directly to a standard CONCEPT_ID with the domain_id of 'Payer' ([Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Payer&standardConcept=Standard&page=1&pageSize=15&query=)). This vocabulary is not exhaustive so if there is a value missing, please see the [custom concepts](https://ohdsi.github.io/CommonDataModel/customConcepts.html) page.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,payer_source_value,No,varchar(50),소스 데이터에 나타난 Payer이다.,NA,No,No,NA,NA,NA,NA,NA
payer_plan_period,payer_source_concept_id,No,integer,NA,If the source data codes the Payer in an OMOP supported vocabulary store the concept_id here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
